product_id,week_start,units_received
3200,2025-12-22,43
3200,2025-12-29,42
3200,2026-01-05,50
3200,2026-01-12,44
3201,2025-11-24,36
3201,2025-12-01,38
3201,2025-12-08,39
3201,2025-12-15,44
3201,2025-12-22,36
3201,2025-12-29,20
3201,2026-01-05,33
3201,2026-01-12,34
3202,2025-11-24,45
3202,2025-12-01,57
3202,2025-12-08,53
3202,2025-12-15,64
3202,2025-12-22,58
3202,2025-12-29,67
3202,2026-01-05,75
3202,2026-01-12,49
3203,2025-11-24,39
3203,2025-12-01,45
3203,2025-12-08,77
3203,2025-12-15,58
3203,2025-12-22,83
3203,2025-12-29,79
3203,2026-01-05,55
3203,2026-01-12,55
3204,2025-11-24,70
3204,2025-12-01,53
3204,2025-12-08,49
3204,2025-12-15,27
3204,2025-12-22,47
3204,2025-12-29,40
3204,2026-01-05,49
3204,2026-01-12,67
3205,2025-11-24,32
3205,2025-12-01,34
3205,2025-12-08,69
3205,2025-12-15,74
3205,2025-12-22,82
3205,2025-12-29,61
3205,2026-01-05,86
3205,2026-01-12,72
3206,2025-11-24,49
3206,2025-12-01,56
3206,2025-12-08,82
3206,2025-12-15,57
3206,2025-12-22,40
3206,2025-12-29,30
3206,2026-01-05,27
3206,2026-01-12,48
3207,2025-11-24,53
3207,2025-12-01,93
3207,2025-12-08,76
3207,2025-12-15,134
3207,2025-12-22,116
3207,2025-12-29,75
3207,2026-01-05,15
3207,2026-01-12,50
3208,2025-11-24,65
3208,2025-12-01,64
3208,2025-12-08,61
3208,2025-12-15,75
3208,2025-12-22,52
3208,2025-12-29,100
3208,2026-01-05,67
3208,2026-01-12,83
3209,2025-11-24,14
3209,2025-12-01,16
3209,2025-12-08,11
3209,2025-12-15,14
3209,2025-12-22,10
3209,2025-12-29,11
3209,2026-01-05,9
3209,2026-01-12,6
3210,2025-11-24,35
3210,2025-12-01,36
3210,2025-12-08,76
3210,2025-12-15,51
3210,2025-12-22,28
3210,2025-12-29,51
3210,2026-01-05,47
3210,2026-01-12,47
3211,2025-11-24,39
3211,2025-12-01,14
3211,2025-12-08,38
3211,2025-12-15,42
3211,2025-12-22,32
3211,2025-12-29,21
3211,2026-01-05,42
3211,2026-01-12,28
3212,2025-11-24,26
3212,2025-12-01,41
3212,2025-12-08,37
3212,2025-12-15,19
3212,2025-12-22,47
3212,2025-12-29,27
3212,2026-01-05,36
3212,2026-01-12,19
3213,2025-11-24,82
3213,2025-12-01,77
3213,2025-12-08,76
3213,2025-12-15,84
3213,2025-12-22,70
3213,2025-12-29,73
3213,2026-01-05,78
3213,2026-01-12,59
3214,2025-11-24,20
3214,2025-12-01,18
3214,2025-12-08,15
3214,2025-12-15,16
3214,2025-12-22,17
3214,2025-12-29,13
3214,2026-01-05,19
3214,2026-01-12,11
3215,2025-11-24,30
3215,2025-12-01,32
3215,2025-12-08,28
3215,2025-12-15,33
3215,2025-12-22,16
3215,2025-12-29,20
3215,2026-01-05,36
3215,2026-01-12,25
3216,2025-11-24,60
3216,2025-12-01,87
3216,2025-12-08,23
3216,2025-12-15,22
3216,2025-12-22,66
3216,2025-12-29,79
3216,2026-01-05,73
3216,2026-01-12,66
3217,2025-11-24,54
3217,2025-12-01,32
3217,2025-12-08,34
3217,2025-12-15,44
3217,2025-12-22,41
3217,2025-12-29,13
3217,2026-01-05,44
3217,2026-01-12,38
3218,2025-11-24,84
3218,2025-12-01,62
3218,2025-12-08,82
3218,2025-12-15,72
3218,2025-12-22,58
3218,2025-12-29,46
3218,2026-01-05,68
3218,2026-01-12,70
3219,2025-11-24,38
3219,2025-12-01,50
3219,2025-12-08,53
3219,2025-12-15,35
3219,2025-12-22,43
3219,2025-12-29,48
3219,2026-01-05,39
3219,2026-01-12,21
3220,2025-11-24,40
3220,2025-12-01,40
3220,2025-12-08,19
3220,2025-12-15,53
3220,2025-12-22,52
3220,2025-12-29,28
3220,2026-01-05,29
3220,2026-01-12,33
3221,2025-11-24,10
3221,2025-12-01,9
3221,2025-12-08,10
3221,2025-12-15,8
3221,2025-12-22,11
3221,2025-12-29,12
3221,2026-01-05,12
3221,2026-01-12,7
3222,2025-11-24,15
3222,2025-12-01,22
3222,2025-12-08,22
3222,2025-12-15,12
3222,2025-12-22,11
3222,2025-12-29,31
3222,2026-01-05,30
3222,2026-01-12,24
3223,2025-11-24,23
3223,2025-12-01,37
3223,2025-12-08,13
3223,2025-12-15,39
3223,2025-12-22,14
3223,2025-12-29,19
3223,2026-01-05,29
3223,2026-01-12,24
3224,2025-11-24,10
3224,2025-12-01,17
3224,2025-12-08,12
3224,2025-12-15,16
3224,2025-12-22,14
3224,2025-12-29,13
3224,2026-01-05,13
3224,2026-01-12,12
3225,2025-11-24,17
3225,2025-12-01,13
3225,2025-12-08,18
3225,2025-12-15,7
3225,2025-12-22,14
3225,2025-12-29,16
3225,2026-01-05,11
3225,2026-01-12,13
3226,2025-11-24,48
3226,2025-12-01,44
3226,2025-12-08,33
3226,2025-12-15,25
3226,2025-12-22,36
3226,2025-12-29,67
3226,2026-01-05,48
3226,2026-01-12,45
3227,2025-11-24,27
3227,2025-12-01,22
3227,2025-12-08,31
3227,2025-12-15,20
3227,2025-12-22,27
3227,2025-12-29,16
3227,2026-01-05,26
3227,2026-01-12,20
3228,2025-11-24,43
3228,2025-12-01,80
3228,2025-12-08,93
3228,2025-12-15,90
3228,2025-12-22,121
3228,2025-12-29,64
3228,2026-01-05,69
3228,2026-01-12,94
3229,2025-11-24,46
3229,2025-12-01,33
3229,2025-12-08,45
3229,2025-12-15,25
3229,2025-12-22,35
3229,2025-12-29,45
3229,2026-01-05,41
3229,2026-01-12,26
3230,2025-11-24,74
3230,2025-12-01,94
3230,2025-12-08,74
3230,2025-12-15,71
3230,2025-12-22,35
3230,2025-12-29,22
3230,2026-01-05,60
3230,2026-01-12,45
3231,2025-11-24,8
3231,2025-12-01,7
3231,2025-12-08,11
3231,2025-12-15,7
3231,2025-12-22,10
3231,2025-12-29,11
3231,2026-01-05,6
3231,2026-01-12,10
3232,2025-11-24,52
3232,2025-12-01,69
3232,2025-12-08,82
3232,2025-12-15,64
3232,2025-12-22,52
3232,2025-12-29,43
3232,2026-01-05,55
3232,2026-01-12,73
3233,2025-11-24,82
3233,2025-12-01,59
3233,2025-12-08,77
3233,2025-12-15,47
3233,2025-12-22,83
3233,2025-12-29,46
3233,2026-01-05,82
3233,2026-01-12,80
3234,2025-11-24,60
3234,2025-12-01,79
3234,2025-12-08,49
3234,2025-12-15,60
3234,2025-12-22,83
3234,2025-12-29,79
3234,2026-01-05,84
3234,2026-01-12,88
3235,2025-11-24,16
3235,2025-12-01,17
3235,2025-12-08,26
3235,2025-12-15,22
3235,2025-12-22,22
3235,2025-12-29,26
3235,2026-01-05,21
3235,2026-01-12,21
3236,2025-11-24,58
3236,2025-12-01,66
3236,2025-12-08,103
3236,2025-12-15,68
3236,2025-12-22,56
3236,2025-12-29,59
3236,2026-01-05,75
3236,2026-01-12,50
3237,2025-11-24,21
3237,2025-12-01,40
3237,2025-12-08,52
3237,2025-12-15,24
3237,2025-12-22,25
3237,2025-12-29,32
3237,2026-01-05,44
3237,2026-01-12,43
3238,2025-11-24,18
3238,2025-12-01,17
3238,2025-12-08,24
3238,2025-12-15,23
3238,2025-12-22,30
3238,2025-12-29,19
3238,2026-01-05,8
3238,2026-01-12,14
3239,2025-11-24,32
3239,2025-12-01,30
3239,2025-12-08,49
3239,2025-12-15,36
3239,2025-12-22,59
3239,2025-12-29,23
3239,2026-01-05,33
3239,2026-01-12,39
3240,2025-11-24,12
3240,2025-12-01,7
3240,2025-12-08,10
3240,2025-12-15,11
3240,2025-12-22,12
3240,2025-12-29,14
3240,2026-01-05,16
3240,2026-01-12,13
3241,2025-11-24,16
3241,2025-12-01,15
3241,2025-12-08,13
3241,2025-12-15,18
3241,2025-12-22,19
3241,2025-12-29,11
3241,2026-01-05,22
3241,2026-01-12,27
3242,2025-11-24,88
3242,2025-12-01,48
3242,2025-12-08,79
3242,2025-12-15,95
3242,2025-12-22,49
3242,2025-12-29,57
3242,2026-01-05,76
3242,2026-01-12,78
3243,2025-11-24,37
3243,2025-12-01,34
3243,2025-12-08,42
3243,2025-12-15,62
3243,2025-12-22,34
3243,2025-12-29,39
3243,2026-01-05,46
3243,2026-01-12,37
3244,2025-11-24,34
3244,2025-12-01,21
3244,2025-12-08,36
3244,2025-12-15,37
3244,2025-12-22,36
3244,2025-12-29,39
3244,2026-01-05,33
3244,2026-01-12,40
3245,2025-11-24,56
3245,2025-12-01,29
3245,2025-12-08,45
3245,2025-12-15,43
3245,2025-12-22,43
3245,2025-12-29,34
3245,2026-01-05,51
3245,2026-01-12,49
3246,2025-11-24,57
3246,2025-12-01,45
3246,2025-12-08,78
3246,2025-12-15,61
3246,2025-12-22,50
3246,2025-12-29,58
3246,2026-01-05,71
3246,2026-01-12,69
3247,2025-11-24,50
3247,2025-12-01,44
3247,2025-12-08,41
3247,2025-12-15,29
3247,2025-12-22,53
3247,2025-12-29,36
3247,2026-01-05,62
3247,2026-01-12,49
3248,2025-11-24,26
3248,2025-12-01,32
3248,2025-12-08,29
3248,2025-12-15,32
3248,2025-12-22,18
3248,2025-12-29,30
3248,2026-01-05,17
3248,2026-01-12,13
3249,2025-11-24,69
3249,2025-12-01,47
3249,2025-12-08,80
3249,2025-12-15,43
3249,2025-12-22,51
3249,2025-12-29,76
3249,2026-01-05,100
3249,2026-01-12,73
3250,2025-11-24,14
3250,2025-12-01,17
3250,2025-12-08,12
3250,2025-12-15,9
3250,2025-12-22,14
3250,2025-12-29,13
3250,2026-01-05,15
3250,2026-01-12,7
3251,2025-11-24,55
3251,2025-12-01,49
3251,2025-12-08,75
3251,2025-12-15,53
3251,2025-12-22,63
3251,2025-12-29,57
3251,2026-01-05,73
3251,2026-01-12,26
3252,2025-11-24,40
3252,2025-12-01,27
3252,2025-12-08,47
3252,2025-12-15,40
3252,2025-12-22,32
3252,2025-12-29,51
3252,2026-01-05,21
3252,2026-01-12,54
3253,2025-11-24,70
3253,2025-12-01,26
3253,2025-12-08,63
3253,2025-12-15,53
3253,2025-12-22,47
3253,2025-12-29,70
3253,2026-01-05,73
3253,2026-01-12,75
3254,2025-11-24,20
3254,2025-12-01,13
3254,2025-12-08,17
3254,2025-12-15,34
3254,2025-12-22,25
3254,2025-12-29,24
3254,2026-01-05,28
3254,2026-01-12,25
3255,2025-11-24,19
3255,2025-12-01,35
3255,2025-12-08,23
3255,2025-12-15,30
3255,2025-12-22,37
3255,2025-12-29,40
3255,2026-01-05,46
3255,2026-01-12,22
3256,2025-11-24,23
3256,2025-12-01,54
3256,2025-12-08,35
3256,2025-12-15,38
3256,2025-12-22,26
3256,2025-12-29,30
3256,2026-01-05,34
3256,2026-01-12,25
3257,2025-11-24,60
3257,2025-12-01,52
3257,2025-12-08,73
3257,2025-12-15,58
3257,2025-12-22,55
3257,2025-12-29,75
3257,2026-01-05,75
3257,2026-01-12,70
3258,2025-11-24,18
3258,2025-12-01,26
3258,2025-12-08,26
3258,2025-12-15,19
3258,2025-12-22,15
3258,2025-12-29,21
3258,2026-01-05,19
3258,2026-01-12,21
3259,2025-11-24,58
3259,2025-12-01,63
3259,2025-12-08,39
3259,2025-12-15,54
3259,2025-12-22,39
3259,2025-12-29,59
3259,2026-01-05,45
3259,2026-01-12,44
3260,2025-11-24,14
3260,2025-12-01,18
3260,2025-12-08,28
3260,2025-12-15,16
3260,2025-12-22,20
3260,2025-12-29,15
3260,2026-01-05,24
3260,2026-01-12,23
3261,2025-11-24,21
3261,2025-12-01,17
3261,2025-12-08,28
3261,2025-12-15,17
3261,2025-12-22,26
3261,2025-12-29,13
3261,2026-01-05,8
3261,2026-01-12,13
3262,2025-11-24,84
3262,2025-12-01,45
3262,2025-12-08,47
3262,2025-12-15,51
3262,2025-12-22,50
3262,2025-12-29,80
3262,2026-01-05,45
3262,2026-01-12,78
3263,2025-11-24,21
3263,2025-12-01,38
3263,2025-12-08,31
3263,2025-12-15,35
3263,2025-12-22,34
3263,2025-12-29,16
3263,2026-01-05,30
3263,2026-01-12,19
3264,2025-11-24,57
3264,2025-12-01,102
3264,2025-12-08,73
3264,2025-12-15,59
3264,2025-12-22,67
3264,2025-12-29,73
3264,2026-01-05,85
3264,2026-01-12,58
3265,2025-11-24,47
3265,2025-12-01,58
3265,2025-12-08,54
3265,2025-12-15,71
3265,2025-12-22,37
3265,2025-12-29,75
3265,2026-01-05,45
3265,2026-01-12,83
3266,2025-11-24,53
3266,2025-12-01,42
3266,2025-12-08,47
3266,2025-12-15,54
3266,2025-12-22,74
3266,2025-12-29,59
3266,2026-01-05,61
3266,2026-01-12,73
3267,2025-11-24,24
3267,2025-12-01,16
3267,2025-12-08,28
3267,2025-12-15,25
3267,2025-12-22,22
3267,2025-12-29,26
3267,2026-01-05,22
3267,2026-01-12,24
3268,2025-11-24,25
3268,2025-12-01,30
3268,2025-12-08,22
3268,2025-12-15,36
3268,2025-12-22,29
3268,2025-12-29,25
3268,2026-01-05,24
3268,2026-01-12,27
3269,2025-11-24,109
3269,2025-12-01,38
3269,2025-12-08,75
3269,2025-12-15,77
3269,2025-12-22,54
3269,2025-12-29,74
3269,2026-01-05,59
3269,2026-01-12,81
3270,2025-11-24,68
3270,2025-12-01,63
3270,2025-12-08,64
3270,2025-12-15,45
3270,2025-12-22,64
3270,2025-12-29,53
3270,2026-01-05,79
3270,2026-01-12,61
3271,2025-11-24,38
3271,2025-12-01,36
3271,2025-12-08,23
3271,2025-12-15,32
3271,2025-12-22,47
3271,2025-12-29,43
3271,2026-01-05,37
3271,2026-01-12,30
3272,2025-11-24,22
3272,2025-12-01,13
3272,2025-12-08,22
3272,2025-12-15,20
3272,2025-12-22,14
3272,2025-12-29,18
3272,2026-01-05,22
3272,2026-01-12,7
3273,2025-11-24,75
3273,2025-12-01,86
3273,2025-12-08,65
3273,2025-12-15,75
3273,2025-12-22,95
3273,2025-12-29,34
3273,2026-01-05,57
3273,2026-01-12,66
3274,2025-11-24,40
3274,2025-12-01,30
3274,2025-12-08,56
3274,2025-12-15,31
3274,2025-12-22,44
3274,2025-12-29,52
3274,2026-01-05,48
3274,2026-01-12,47
3275,2025-11-24,32
3275,2025-12-01,36
3275,2025-12-08,42
3275,2025-12-15,50
3275,2025-12-22,52
3275,2025-12-29,41
3275,2026-01-05,40
3275,2026-01-12,45
3276,2025-11-24,55
3276,2025-12-01,79
3276,2025-12-08,95
3276,2025-12-15,65
3276,2025-12-22,62
3276,2025-12-29,80
3276,2026-01-05,79
3276,2026-01-12,66
3277,2025-11-24,7
3277,2025-12-01,11
3277,2025-12-08,7
3277,2025-12-15,7
3277,2025-12-22,10
3277,2025-12-29,6
3277,2026-01-05,7
3277,2026-01-12,9
3278,2025-11-24,38
3278,2025-12-01,28
3278,2025-12-08,50
3278,2025-12-15,31
3278,2025-12-22,31
3278,2025-12-29,38
3278,2026-01-05,35
3278,2026-01-12,45
3279,2025-11-24,71
3279,2025-12-01,61
3279,2025-12-08,30
3279,2025-12-15,49
3279,2025-12-22,55
3279,2025-12-29,17
3279,2026-01-05,64
3279,2026-01-12,54
3280,2025-11-24,17
3280,2025-12-01,16
3280,2025-12-08,13
3280,2025-12-15,12
3280,2025-12-22,20
3280,2025-12-29,6
3280,2026-01-05,23
3280,2026-01-12,11
3281,2025-11-24,43
3281,2025-12-01,39
3281,2025-12-08,41
3281,2025-12-15,42
3281,2025-12-22,52
3281,2025-12-29,37
3281,2026-01-05,44
3281,2026-01-12,35
3282,2025-11-24,43
3282,2025-12-01,39
3282,2025-12-08,25
3282,2025-12-15,39
3282,2025-12-22,49
3282,2025-12-29,40
3282,2026-01-05,26
3282,2026-01-12,43
3283,2025-11-24,73
3283,2025-12-01,83
3283,2025-12-08,102
3283,2025-12-15,79
3283,2025-12-22,58
3283,2025-12-29,75
3283,2026-01-05,79
3283,2026-01-12,38
3284,2025-11-24,64
3284,2025-12-01,36
3284,2025-12-08,81
3284,2025-12-15,97
3284,2025-12-22,61
3284,2025-12-29,43
3284,2026-01-05,43
3284,2026-01-12,71
3285,2025-11-24,63
3285,2025-12-01,84
3285,2025-12-08,69
3285,2025-12-15,75
3285,2025-12-22,85
3285,2025-12-29,68
3285,2026-01-05,86
3285,2026-01-12,79
3286,2025-11-24,44
3286,2025-12-01,45
3286,2025-12-08,40
3286,2025-12-15,49
3286,2025-12-22,26
3286,2025-12-29,53
3286,2026-01-05,31
3286,2026-01-12,48
3287,2025-11-24,68
3287,2025-12-01,89
3287,2025-12-08,77
3287,2025-12-15,89
3287,2025-12-22,98
3287,2025-12-29,43
3287,2026-01-05,74
3287,2026-01-12,114
3288,2025-11-24,11
3288,2025-12-01,27
3288,2025-12-08,22
3288,2025-12-15,24
3288,2025-12-22,28
3288,2025-12-29,19
3288,2026-01-05,22
3288,2026-01-12,24
3289,2025-11-24,29
3289,2025-12-01,33
3289,2025-12-08,33
3289,2025-12-15,43
3289,2025-12-22,36
3289,2025-12-29,30
3289,2026-01-05,30
3289,2026-01-12,38
3290,2025-11-24,61
3290,2025-12-01,74
3290,2025-12-08,84
3290,2025-12-15,31
3290,2025-12-22,91
3290,2025-12-29,47
3290,2026-01-05,62
3290,2026-01-12,67
3291,2025-11-24,21
3291,2025-12-01,11
3291,2025-12-08,21
3291,2025-12-15,11
3291,2025-12-22,16
3291,2025-12-29,15
3291,2026-01-05,13
3291,2026-01-12,14
3292,2025-11-24,48
3292,2025-12-01,19
3292,2025-12-08,39
3292,2025-12-15,21
3292,2025-12-22,49
3292,2025-12-29,58
3292,2026-01-05,46
3292,2026-01-12,35
3293,2025-11-24,74
3293,2025-12-01,64
3293,2025-12-08,86
3293,2025-12-15,66
3293,2025-12-22,59
3293,2025-12-29,59
3293,2026-01-05,67
3293,2026-01-12,84
3294,2025-11-24,37
3294,2025-12-01,58
3294,2025-12-08,98
3294,2025-12-15,64
3294,2025-12-22,57
3294,2025-12-29,64
3294,2026-01-05,69
3294,2026-01-12,36
3295,2025-11-24,8
3295,2025-12-01,11
3295,2025-12-08,14
3295,2025-12-15,6
3295,2025-12-22,6
3295,2025-12-29,10
3295,2026-01-05,7
3295,2026-01-12,11
3296,2025-11-24,108
3296,2025-12-01,43
3296,2025-12-08,54
3296,2025-12-15,90
3296,2025-12-22,66
3296,2025-12-29,122
3296,2026-01-05,52
3296,2026-01-12,88
3297,2025-11-24,59
3297,2025-12-01,62
3297,2025-12-08,39
3297,2025-12-15,56
3297,2025-12-22,61
3297,2025-12-29,62
3297,2026-01-05,49
3297,2026-01-12,34
3298,2025-11-24,26
3298,2025-12-01,16
3298,2025-12-08,30
3298,2025-12-15,30
3298,2025-12-22,20
3298,2025-12-29,19
3298,2026-01-05,26
3298,2026-01-12,19
3299,2025-11-24,41
3299,2025-12-01,36
3299,2025-12-08,54
3299,2025-12-15,47
3299,2025-12-22,41
3299,2025-12-29,28
3299,2026-01-05,41
3299,2026-01-12,51
3300,2025-11-24,21
3300,2025-12-01,25
3300,2025-12-08,29
3300,2025-12-15,17
3300,2025-12-22,35
3300,2025-12-29,27
3300,2026-01-05,18
3300,2026-01-12,21
3301,2025-11-24,32
3301,2025-12-01,44
3301,2025-12-08,61
3301,2025-12-15,59
3301,2025-12-22,28
3301,2025-12-29,62
3301,2026-01-05,43
3301,2026-01-12,53
3302,2025-11-24,45
3302,2025-12-01,30
3302,2025-12-08,29
3302,2025-12-15,45
3302,2025-12-22,48
3302,2025-12-29,33
3302,2026-01-05,44
3302,2026-01-12,41
3303,2025-11-24,20
3303,2025-12-01,23
3303,2025-12-08,13
3303,2025-12-15,21
3303,2025-12-22,8
3303,2025-12-29,15
3303,2026-01-05,19
3303,2026-01-12,13
3304,2025-11-24,49
3304,2025-12-01,64
3304,2025-12-08,75
3304,2025-12-15,38
3304,2025-12-22,60
3304,2025-12-29,66
3304,2026-01-05,44
3304,2026-01-12,34
3305,2025-11-24,27
3305,2025-12-01,18
3305,2025-12-08,23
3305,2025-12-15,29
3305,2025-12-22,22
3305,2025-12-29,15
3305,2026-01-05,24
3305,2026-01-12,25
3306,2025-11-24,55
3306,2025-12-01,60
3306,2025-12-08,32
3306,2025-12-15,55
3306,2025-12-22,37
3306,2025-12-29,67
3306,2026-01-05,45
3306,2026-01-12,56
3307,2025-11-24,51
3307,2025-12-01,63
3307,2025-12-08,49
3307,2025-12-15,47
3307,2025-12-22,43
3307,2025-12-29,74
3307,2026-01-05,50
3307,2026-01-12,60
3308,2025-11-24,78
3308,2025-12-01,39
3308,2025-12-08,60
3308,2025-12-15,41
3308,2025-12-22,61
3308,2025-12-29,75
3308,2026-01-05,73
3308,2026-01-12,74
3309,2025-11-24,83
3309,2025-12-01,37
3309,2025-12-08,89
3309,2025-12-15,71
3309,2025-12-22,95
3309,2025-12-29,68
3309,2026-01-05,69
3309,2026-01-12,72
3310,2025-11-24,46
3310,2025-12-01,25
3310,2025-12-08,28
3310,2025-12-15,29
3310,2025-12-22,32
3310,2025-12-29,46
3310,2026-01-05,37
3310,2026-01-12,34
3311,2025-11-24,44
3311,2025-12-01,35
3311,2025-12-08,54
3311,2025-12-15,45
3311,2025-12-22,30
3311,2025-12-29,26
3311,2026-01-05,53
3311,2026-01-12,36
3312,2025-11-24,12
3312,2025-12-01,17
3312,2025-12-08,15
3312,2025-12-15,10
3312,2025-12-22,11
3312,2025-12-29,17
3312,2026-01-05,9
3312,2026-01-12,13
3313,2025-11-24,36
3313,2025-12-01,12
3313,2025-12-08,23
3313,2025-12-15,56
3313,2025-12-22,29
3313,2025-12-29,42
3313,2026-01-05,33
3313,2026-01-12,36
3314,2025-11-24,88
3314,2025-12-01,61
3314,2025-12-08,41
3314,2025-12-15,56
3314,2025-12-22,72
3314,2025-12-29,51
3314,2026-01-05,52
3314,2026-01-12,62
3315,2025-11-24,17
3315,2025-12-01,19
3315,2025-12-08,28
3315,2025-12-15,18
3315,2025-12-22,15
3315,2025-12-29,27
3315,2026-01-05,29
3315,2026-01-12,29
3316,2025-11-24,59
3316,2025-12-01,66
3316,2025-12-08,71
3316,2025-12-15,65
3316,2025-12-22,56
3316,2025-12-29,51
3316,2026-01-05,47
3316,2026-01-12,64
3317,2025-11-24,38
3317,2025-12-01,48
3317,2025-12-08,32
3317,2025-12-15,29
3317,2025-12-22,29
3317,2025-12-29,28
3317,2026-01-05,35
3317,2026-01-12,40
3318,2025-11-24,45
3318,2025-12-01,45
3318,2025-12-08,90
3318,2025-12-15,64
3318,2025-12-22,59
3318,2025-12-29,86
3318,2026-01-05,23
3318,2026-01-12,69
3319,2025-11-24,40
3319,2025-12-01,30
3319,2025-12-08,38
3319,2025-12-15,30
3319,2025-12-22,33
3319,2025-12-29,25
3319,2026-01-05,24
3319,2026-01-12,33
3320,2025-11-24,30
3320,2025-12-01,22
3320,2025-12-08,17
3320,2025-12-15,14
3320,2025-12-22,13
3320,2025-12-29,18
3320,2026-01-05,25
3320,2026-01-12,23
3321,2025-11-24,44
3321,2025-12-01,48
3321,2025-12-08,45
3321,2025-12-15,52
3321,2025-12-22,38
3321,2025-12-29,38
3321,2026-01-05,63
3321,2026-01-12,66
3322,2025-11-24,57
3322,2025-12-01,67
3322,2025-12-08,60
3322,2025-12-15,67
3322,2025-12-22,51
3322,2025-12-29,57
3322,2026-01-05,42
3322,2026-01-12,48
3323,2025-11-24,30
3323,2025-12-01,26
3323,2025-12-08,23
3323,2025-12-15,25
3323,2025-12-22,19
3323,2025-12-29,19
3323,2026-01-05,36
3323,2026-01-12,30
3324,2025-11-24,14
3324,2025-12-01,18
3324,2025-12-08,16
3324,2025-12-15,13
3324,2025-12-22,16
3324,2025-12-29,5
3324,2026-01-05,19
3324,2026-01-12,10
3325,2025-11-24,38
3325,2025-12-01,45
3325,2025-12-08,29
3325,2025-12-15,49
3325,2025-12-22,30
3325,2025-12-29,68
3325,2026-01-05,39
3325,2026-01-12,35
3326,2025-11-24,51
3326,2025-12-01,50
3326,2025-12-08,47
3326,2025-12-15,54
3326,2025-12-22,51
3326,2025-12-29,34
3326,2026-01-05,77
3326,2026-01-12,60
3327,2025-11-24,32
3327,2025-12-01,42
3327,2025-12-08,25
3327,2025-12-15,28
3327,2025-12-22,21
3327,2025-12-29,51
3327,2026-01-05,24
3327,2026-01-12,24
3328,2025-11-24,44
3328,2025-12-01,61
3328,2025-12-08,45
3328,2025-12-15,75
3328,2025-12-22,57
3328,2025-12-29,80
3328,2026-01-05,50
3328,2026-01-12,50
3329,2025-11-24,21
3329,2025-12-01,17
3329,2025-12-08,21
3329,2025-12-15,18
3329,2025-12-22,23
3329,2025-12-29,13
3329,2026-01-05,23
3329,2026-01-12,19
3330,2025-11-24,23
3330,2025-12-01,36
3330,2025-12-08,32
3330,2025-12-15,40
3330,2025-12-22,10
3330,2025-12-29,25
3330,2026-01-05,24
3330,2026-01-12,25
3331,2025-11-24,9
3331,2025-12-01,6
3331,2025-12-08,8
3331,2025-12-15,4
3331,2025-12-22,8
3331,2025-12-29,6
3331,2026-01-05,8
3331,2026-01-12,9
3332,2025-11-24,29
3332,2025-12-01,30
3332,2025-12-08,42
3332,2025-12-15,43
3332,2025-12-22,42
3332,2025-12-29,43
3332,2026-01-05,38
3332,2026-01-12,17
3333,2025-11-24,31
3333,2025-12-01,90
3333,2025-12-08,81
3333,2025-12-15,81
3333,2025-12-22,54
3333,2025-12-29,84
3333,2026-01-05,96
3333,2026-01-12,80
3334,2025-11-24,35
3334,2025-12-01,23
3334,2025-12-08,24
3334,2025-12-15,39
3334,2025-12-22,31
3334,2025-12-29,27
3334,2026-01-05,29
3334,2026-01-12,23
3335,2025-11-24,42
3335,2025-12-01,26
3335,2025-12-08,31
3335,2025-12-15,40
3335,2025-12-22,23
3335,2025-12-29,33
3335,2026-01-05,35
3335,2026-01-12,45
3336,2025-11-24,55
3336,2025-12-01,42
3336,2025-12-08,61
3336,2025-12-15,84
3336,2025-12-22,77
3336,2025-12-29,57
3336,2026-01-05,60
3336,2026-01-12,61
3337,2025-11-24,27
3337,2025-12-01,71
3337,2025-12-08,43
3337,2025-12-15,49
3337,2025-12-22,65
3337,2025-12-29,36
3337,2026-01-05,62
3337,2026-01-12,29
3338,2025-11-24,14
3338,2025-12-01,14
3338,2025-12-08,15
3338,2025-12-15,23
3338,2025-12-22,19
3338,2025-12-29,17
3338,2026-01-05,23
3338,2026-01-12,12
3339,2025-11-24,7
3339,2025-12-01,5
3339,2025-12-08,8
3339,2025-12-15,8
3339,2025-12-22,9
3339,2025-12-29,8
3339,2026-01-05,9
3339,2026-01-12,5
3340,2025-11-24,31
3340,2025-12-01,38
3340,2025-12-08,47
3340,2025-12-15,38
3340,2025-12-22,29
3340,2025-12-29,37
3340,2026-01-05,26
3340,2026-01-12,31
3341,2025-11-24,10
3341,2025-12-01,13
3341,2025-12-08,19
3341,2025-12-15,16
3341,2025-12-22,9
3341,2025-12-29,9
3341,2026-01-05,12
3341,2026-01-12,10
3342,2025-11-24,29
3342,2025-12-01,32
3342,2025-12-08,29
3342,2025-12-15,28
3342,2025-12-22,25
3342,2025-12-29,25
3342,2026-01-05,41
3342,2026-01-12,32
3343,2025-11-24,34
3343,2025-12-01,57
3343,2025-12-08,47
3343,2025-12-15,60
3343,2025-12-22,37
3343,2025-12-29,28
3343,2026-01-05,54
3343,2026-01-12,29
3344,2025-11-24,42
3344,2025-12-01,34
3344,2025-12-08,45
3344,2025-12-15,40
3344,2025-12-22,54
3344,2025-12-29,47
3344,2026-01-05,40
3344,2026-01-12,25
3345,2025-11-24,28
3345,2025-12-01,32
3345,2025-12-08,22
3345,2025-12-15,43
3345,2025-12-22,39
3345,2025-12-29,37
3345,2026-01-05,25
3345,2026-01-12,29
3346,2025-11-24,37
