product_id,brand,category,gender,collection,silhouette,color,list_price
1500,Gucci,Bottoms,M,Spring/Summer,Platform,Green,54.56
1501,Burberry,Bottoms,W,Capsule,Tailored,Black,716.47
1502,Chloé,Shoes,M,Capsule,Oversized,Denim Blue,682.52
1503,Alexander McQueen,Bottoms,M,Spring/Summer,Oversized,Black,119.25
1504,Dries Van Noten,Bags,M,Spring/Summer,A-Line,Gray,35.0
1505,Rick Owens,Shoes,W,Collab,Oversized,Navy,775.15
1506,Givenchy,Outerwear,U,Spring/Summer,Minimal,Gray,259.35
1507,Givenchy,Bags,W,Collab,Cropped,Navy,524.87
1508,Bottega Veneta,Outerwear,U,Resort,Maxi,Green,539.46
1509,Givenchy,Tops,W,Resort,Micro,Gray,388.26
1510,Prada,Accessories,M,Resort,Minimal,White,35.0
1511,Loewe,Shoes,M,Pre-Fall,Wide-Leg,Black,248.58
1512,Comme des Garçons,Bags,W,Pre-Fall,Boxy,Gray,446.48
1513,Kenzo,Accessories,W,Pre-Fall,Utility,Navy,496.49
1514,Jacquemus,Tops,M,Pre-Fall,Oversized,Denim Blue,184.34
1515,Fear of God,Bags,M,Capsule,Slim,Beige,653.86
1516,Maison Margiela,Bottoms,W,Capsule,Utility,Brown,352.05
1517,Diesel,Outerwear,M,Collab,Tailored,Navy,257.27
1518,Prada,Outerwear,U,Spring/Summer,Cropped,Metallic,188.93
1519,VETEMENTS,Outerwear,W,Collab,Cropped,Metallic,340.44
1520,Chloé,Shoes,M,Capsule,Slip,Navy,79.44
1521,Maison Margiela,Shoes,M,Capsule,Boxy,Red,340.29
1522,Stone Island,Bags,W,Capsule,Tailored,Navy,183.42
1523,The Row,Tops,W,Collab,Platform,Black,666.63
1524,Alexander McQueen,Bags,W,Fall/Winter,Sport,Beige,287.57
1525,Khaite,Tops,W,Fall/Winter,Slip,Brown,207.52
1526,Comme des Garçons,Tops,M,Spring/Summer,Straight,Denim Blue,219.56
1527,Moncler,Shoes,M,Spring/Summer,Tailored,Black,584.88
1528,Acne Studios,Bottoms,M,Fall/Winter,Micro,Black,403.53
1529,Issey Miyake,Accessories,W,Spring/Summer,Micro,Gray,567.77
1530,Off-White,Tops,M,Resort,Utility,Green,242.97
1531,Tibi,Tops,W,Spring/Summer,Slim,White,542.47
1532,Zimmermann,Bags,W,Spring/Summer,Platform,Metallic,35.0
1533,Tory Burch,Bags,W,Pre-Fall,A-Line,Metallic,986.01
1534,Issey Miyake,Tops,M,Capsule,Straight,Metallic,145.77
1535,Maison Margiela,Tops,W,Pre-Fall,Wide-Leg,Metallic,312.54
1536,The Row,Dresses,W,Fall/Winter,Oversized,Denim Blue,379.47
1537,Celine,Outerwear,W,Spring/Summer,Micro,Gray,640.02
1538,Zimmermann,Bottoms,W,Resort,Cropped,Metallic,300.17
1539,Totême,Bags,U,Fall/Winter,Minimal,Beige,35.0
1540,The Row,Bags,M,Fall/Winter,Boxy,Gray,411.06
1541,Maison Margiela,Outerwear,W,Spring/Summer,Wide-Leg,Gray,502.75
1542,Ralph Lauren,Tops,M,Collab,A-Line,Black,35.0
1543,Versace,Tops,W,Collab,Maxi,Black,169.19
1544,JW Anderson,Shoes,U,Spring/Summer,Cropped,Black,512.54
1545,Moncler,Outerwear,M,Resort,Slim,Pink,227.74
1546,AMI,Accessories,W,Collab,Tailored,Beige,138.06
1547,Jacquemus,Outerwear,W,Collab,Wide-Leg,Red,658.22
1548,Khaite,Dresses,W,Resort,Micro,Denim Blue,292.73
1549,Givenchy,Shoes,M,Collab,A-Line,Metallic,55.85
1550,Rick Owens,Accessories,M,Capsule,Tailored,Denim Blue,524.51
1551,Chloé,Shoes,W,Pre-Fall,A-Line,Black,219.62
1552,Prada,Bags,U,Capsule,Maxi,Red,71.17
1553,Kenzo,Dresses,M,Capsule,Sport,Gray,637.71
1554,Celine,Tops,U,Fall/Winter,Slip,Black,324.74
1555,Comme des Garçons,Bottoms,W,Capsule,Platform,Red,654.81
1556,Alexander McQueen,Shoes,U,Pre-Fall,Oversized,Navy,270.24
1557,Tibi,Dresses,M,Spring/Summer,Slim,White,81.38
1558,Diesel,Bags,W,Spring/Summer,Platform,Metallic,225.04
1559,Marni,Dresses,W,Pre-Fall,Tailored,Green,373.92
1560,Gucci,Bottoms,W,Spring/Summer,Platform,Metallic,247.28
1561,The Row,Dresses,U,Capsule,Wide-Leg,Brown,810.24
1562,Ganni,Dresses,M,Collab,Tailored,Brown,498.93
1563,Kiko Kostadinov,Outerwear,W,Fall/Winter,Oversized,Beige,251.21
1564,Burberry,Tops,W,Resort,Maxi,Navy,330.28
1565,Fear of God,Dresses,M,Spring/Summer,Maxi,Metallic,803.16
1566,Prada,Shoes,W,Spring/Summer,Slim,Black,510.52
1567,A.P.C.,Bottoms,W,Capsule,Slip,Brown,585.83
1568,Kenzo,Shoes,M,Pre-Fall,Boxy,Red,193.54
1569,Loewe,Dresses,M,Collab,Slim,Beige,436.05
1570,Marni,Bottoms,U,Pre-Fall,Cropped,Metallic,708.73
1571,Maison Margiela,Tops,W,Collab,Tailored,Metallic,710.57
1572,Prada,Bags,M,Spring/Summer,Cropped,Gray,153.92
1573,Gucci,Accessories,M,Pre-Fall,Utility,Red,425.82
1574,Ralph Lauren,Shoes,M,Pre-Fall,Minimal,Black,502.25
1575,UGG,Tops,M,Spring/Summer,Slim,Black,384.22
1576,Saint Laurent,Shoes,U,Spring/Summer,Tailored,Denim Blue,35.0
1577,Ganni,Dresses,M,Spring/Summer,Minimal,Denim Blue,300.32
1578,Balenciaga,Accessories,W,Pre-Fall,Maxi,Black,404.22
1579,Kiko Kostadinov,Outerwear,W,Fall/Winter,Micro,Metallic,443.6
1580,A.P.C.,Bags,M,Pre-Fall,Cropped,White,498.05
1581,Jacquemus,Bottoms,U,Capsule,Tailored,Denim Blue,398.24
1582,Diesel,Bags,U,Capsule,Platform,Gray,205.9
1583,JW Anderson,Shoes,W,Spring/Summer,Wide-Leg,Black,361.7
1584,Acne Studios,Outerwear,M,Resort,A-Line,Navy,344.02
1585,Moncler,Shoes,W,Collab,Tailored,Brown,394.16
1586,JW Anderson,Dresses,M,Fall/Winter,A-Line,White,323.92
1587,Stone Island,Tops,W,Pre-Fall,Micro,Green,525.42
1588,VETEMENTS,Outerwear,U,Spring/Summer,Straight,White,347.86
1589,Totême,Bottoms,U,Spring/Summer,Slim,Brown,91.95
1590,Jacquemus,Dresses,M,Pre-Fall,Slim,Navy,750.71
1591,Givenchy,Bottoms,W,Resort,Straight,Pink,532.67
1592,Miu Miu,Outerwear,W,Collab,Platform,Gray,623.65
1593,JW Anderson,Outerwear,U,Spring/Summer,Slim,Denim Blue,511.65
1594,Chloé,Shoes,W,Resort,Tailored,Brown,794.98
1595,Fear of God,Dresses,M,Spring/Summer,Cropped,Denim Blue,726.53
1596,Miu Miu,Shoes,U,Spring/Summer,Cropped,Black,658.29
1597,Celine,Bottoms,M,Fall/Winter,Boxy,Black,440.24
1598,Khaite,Tops,W,Pre-Fall,Wide-Leg,White,347.2
1599,Fear of God,Bags,M,Fall/Winter,Slip,Denim Blue,671.32
1600,Marni,Tops,U,Fall/Winter,Tailored,Denim Blue,91.76
1601,VETEMENTS,Outerwear,M,Capsule,Platform,White,278.68
1602,UGG,Bottoms,M,Resort,Maxi,White,600.15
1603,Alexander McQueen,Bottoms,U,Resort,Utility,Gray,406.47
1604,Gucci,Tops,M,Pre-Fall,Slim,Gray,35.0
1605,JW Anderson,Accessories,M,Spring/Summer,A-Line,Green,344.28
1606,Tibi,Tops,M,Fall/Winter,Sport,Brown,506.17
1607,Stone Island,Outerwear,U,Capsule,Maxi,White,468.35
1608,The Row,Shoes,W,Spring/Summer,Oversized,Black,424.53
1609,Dries Van Noten,Outerwear,W,Collab,Micro,White,955.02
1610,Tory Burch,Tops,M,Spring/Summer,A-Line,Green,457.37
1611,Ganni,Bottoms,M,Collab,Tailored,Brown,306.13
1612,Ralph Lauren,Tops,M,Resort,Maxi,White,266.82
1613,Balenciaga,Shoes,W,Fall/Winter,Wide-Leg,Beige,331.28
1614,UGG,Outerwear,W,Collab,Slim,Gray,723.27
1615,Burberry,Shoes,U,Fall/Winter,Maxi,Red,979.7
1616,Issey Miyake,Outerwear,W,Fall/Winter,Platform,Beige,499.67
1617,Maison Margiela,Dresses,W,Fall/Winter,Oversized,Green,438.06
1618,Chloé,Accessories,U,Resort,Slim,Black,551.17
1619,Comme des Garçons,Bags,M,Spring/Summer,Utility,Black,606.52
1620,Diesel,Accessories,W,Fall/Winter,Micro,Navy,455.37
1621,Givenchy,Dresses,W,Spring/Summer,Wide-Leg,Gray,280.58
1622,Diesel,Outerwear,U,Collab,Tailored,Metallic,267.61
1623,Dries Van Noten,Bottoms,U,Spring/Summer,Utility,Black,383.69
1624,Moncler,Bags,W,Spring/Summer,Cropped,Brown,255.54
1625,The Row,Outerwear,M,Fall/Winter,Micro,Black,418.09
1626,Diesel,Shoes,W,Fall/Winter,Cropped,Black,707.94
1627,Dries Van Noten,Tops,W,Resort,Platform,Gray,713.44
1628,The Row,Accessories,M,Spring/Summer,Wide-Leg,Pink,451.97
1629,Zimmermann,Bottoms,W,Spring/Summer,Micro,Black,570.74
1630,Moncler,Tops,M,Capsule,Minimal,Brown,670.47
1631,Maison Margiela,Tops,U,Spring/Summer,A-Line,Black,196.29
1632,Zimmermann,Dresses,U,Resort,Maxi,Black,294.04
1633,Balenciaga,Accessories,M,Spring/Summer,A-Line,Beige,325.38
1634,Burberry,Dresses,W,Collab,Straight,White,35.0
1635,The Row,Shoes,W,Resort,Maxi,Metallic,674.93
1636,Chloé,Dresses,W,Capsule,Maxi,Gray,270.93
1637,Maison Margiela,Outerwear,M,Capsule,Slip,Pink,347.28
1638,Moncler,Dresses,M,Resort,Micro,Gray,195.38
1639,Prada,Dresses,W,Pre-Fall,Maxi,Black,795.88
1640,Celine,Dresses,W,Collab,Oversized,Red,96.07
1641,Khaite,Tops,M,Resort,Micro,Green,448.06
1642,Gucci,Tops,W,Pre-Fall,Straight,White,348.43
1643,Gucci,Tops,M,Collab,Micro,Brown,691.26
1644,Jacquemus,Outerwear,M,Resort,Wide-Leg,Red,145.71
1645,Kiko Kostadinov,Tops,W,Pre-Fall,Sport,Navy,387.48
1646,Zimmermann,Tops,U,Capsule,Maxi,Beige,67.34
1647,Acne Studios,Dresses,M,Capsule,Sport,Denim Blue,214.05
1648,Miu Miu,Accessories,W,Pre-Fall,Micro,Brown,363.33
1649,Burberry,Shoes,U,Resort,Slim,Black,425.46
1650,Dries Van Noten,Dresses,M,Capsule,Micro,Black,701.96
1651,Moncler,Shoes,W,Capsule,A-Line,Gray,329.73
1652,Tibi,Bottoms,M,Fall/Winter,Maxi,White,827.88
1653,Givenchy,Outerwear,W,Fall/Winter,Micro,Beige,238.59
1654,Maison Margiela,Shoes,M,Capsule,Minimal,Denim Blue,866.18
1655,Givenchy,Shoes,M,Spring/Summer,Maxi,Gray,569.86
1656,Rick Owens,Shoes,U,Collab,Maxi,Gray,681.16
1657,Givenchy,Bags,U,Capsule,Boxy,Pink,743.91
1658,Issey Miyake,Bags,U,Fall/Winter,Minimal,Green,658.44
1659,Celine,Bags,U,Collab,Micro,Pink,712.37
1660,AMI,Outerwear,W,Spring/Summer,Tailored,Gray,189.72
1661,Fendi,Accessories,W,Spring/Summer,Tailored,Navy,372.93
1662,Zimmermann,Dresses,W,Resort,Platform,Pink,497.75
1663,Marni,Dresses,M,Pre-Fall,Minimal,Black,35.0
1664,Moncler,Shoes,W,Pre-Fall,Micro,Metallic,79.28
1665,Givenchy,Tops,W,Fall/Winter,A-Line,Pink,281.13
1666,AMI,Tops,W,Spring/Summer,Slip,Gray,427.81
1667,AMI,Bags,M,Pre-Fall,Utility,Pink,666.45
1668,Palm Angels,Shoes,M,Spring/Summer,Cropped,White,81.68
1669,Tory Burch,Accessories,W,Pre-Fall,Tailored,Beige,815.71
1670,Loewe,Tops,W,Spring/Summer,Straight,White,78.38
1671,Rick Owens,Dresses,U,Pre-Fall,Minimal,Navy,520.21
1672,Saint Laurent,Shoes,W,Pre-Fall,Platform,Gray,332.66
1673,UGG,Outerwear,W,Pre-Fall,A-Line,Green,507.98
1674,Marni,Shoes,M,Pre-Fall,Utility,Metallic,813.81
1675,Gucci,Bottoms,M,Resort,Maxi,Navy,213.57
1676,Zimmermann,Bottoms,M,Fall/Winter,Sport,Navy,657.76
1677,AMI,Tops,W,Resort,Minimal,Brown,479.26
1678,Comme des Garçons,Dresses,W,Fall/Winter,Slim,Green,325.96
1679,Givenchy,Shoes,M,Pre-Fall,Sport,Brown,545.56
1680,Palm Angels,Accessories,W,Capsule,A-Line,Beige,207.3
1681,Dries Van Noten,Bags,W,Pre-Fall,Minimal,Gray,750.68
1682,Acne Studios,Accessories,W,Resort,Platform,Beige,300.43
1683,Khaite,Accessories,M,Fall/Winter,Sport,Brown,324.55
1684,The Row,Shoes,U,Pre-Fall,Minimal,Denim Blue,763.75
1685,JW Anderson,Tops,U,Resort,A-Line,Gray,792.52
1686,Miu Miu,Dresses,U,Collab,A-Line,Brown,321.78
1687,Diesel,Outerwear,U,Spring/Summer,Sport,Denim Blue,397.54
1688,Rick Owens,Dresses,U,Spring/Summer,Platform,Black,40.01
1689,Dries Van Noten,Tops,U,Spring/Summer,Slim,Black,369.68
1690,A.P.C.,Dresses,M,Fall/Winter,A-Line,Black,262.86
1691,Fear of God,Shoes,W,Collab,Wide-Leg,Green,639.49
1692,VETEMENTS,Outerwear,U,Pre-Fall,Oversized,White,315.11
1693,Zimmermann,Bags,W,Capsule,Slip,Green,261.93
1694,Alexander McQueen,Outerwear,W,Spring/Summer,Maxi,Black,683.97
1695,Zimmermann,Bottoms,M,Pre-Fall,Tailored,Pink,493.19
1696,Gucci,Tops,W,Fall/Winter,Oversized,Brown,157.46
1697,Maison Margiela,Outerwear,W,Resort,Straight,Brown,304.01
1698,Ganni,Bottoms,M,Fall/Winter,Tailored,White,831.28
1699,Bottega Veneta,Tops,U,Spring/Summer,Cropped,Beige,495.18
1700,Balenciaga,Outerwear,M,Spring/Summer,Utility,Gray,499.75
1701,Miu Miu,Bags,M,Collab,Boxy,Brown,448.24
1702,Kenzo,Tops,W,Capsule,Slim,Denim Blue,191.4
1703,AMI,Accessories,M,Pre-Fall,Boxy,Green,436.76
1704,Loewe,Shoes,W,Resort,Wide-Leg,Pink,439.45
1705,Khaite,Bottoms,W,Pre-Fall,Wide-Leg,Black,601.38
1706,Rick Owens,Outerwear,M,Pre-Fall,Wide-Leg,Black,554.86
1707,Tory Burch,Bags,M,Collab,Minimal,Gray,480.69
1708,Loewe,Outerwear,W,Spring/Summer,Wide-Leg,Brown,528.98
1709,Loewe,Bags,W,Pre-Fall,Wide-Leg,White,203.42
1710,UGG,Dresses,W,Fall/Winter,Minimal,Gray,35.0
1711,Alexander McQueen,Bottoms,U,Collab,Wide-Leg,Brown,554.2
1712,Comme des Garçons,Outerwear,M,Spring/Summer,A-Line,Denim Blue,167.25
1713,Chloé,Bottoms,M,Collab,Slip,Red,709.75
1714,VETEMENTS,Outerwear,U,Pre-Fall,A-Line,Red,521.03
1715,Acne Studios,Bags,W,Spring/Summer,Oversized,Denim Blue,35.0
1716,UGG,Shoes,M,Fall/Winter,Boxy,Beige,441.04
1717,Burberry,Outerwear,W,Fall/Winter,Platform,Metallic,331.52
1718,Diesel,Dresses,M,Fall/Winter,Tailored,Denim Blue,461.4
1719,Tory Burch,Tops,M,Spring/Summer,Tailored,Brown,527.34
1720,Acne Studios,Shoes,M,Pre-Fall,Cropped,Gray,641.81
1721,Tibi,Tops,M,Spring/Summer,Oversized,Beige,142.83
1722,Fendi,Tops,M,Spring/Summer,A-Line,Black,665.22
1723,Totême,Tops,U,Spring/Summer,Boxy,Black,308.45
1724,Alexander McQueen,Accessories,W,Spring/Summer,Micro,Brown,249.56
1725,Issey Miyake,Bags,M,Collab,Tailored,Metallic,321.93
1726,Ganni,Bottoms,W,Spring/Summer,Utility,Black,576.43
1727,Comme des Garçons,Bags,W,Fall/Winter,Slim,Brown,480.37
1728,A.P.C.,Bottoms,U,Capsule,Micro,Gray,619.55
1729,Alexander McQueen,Tops,M,Spring/Summer,Boxy,Green,636.65
1730,A.P.C.,Accessories,U,Spring/Summer,Slim,Beige,131.09
1731,Diesel,Outerwear,W,Pre-Fall,Straight,Denim Blue,852.78
1732,Off-White,Bags,M,Capsule,Micro,Brown,195.06
1733,Moncler,Accessories,W,Collab,Platform,Brown,36.94
1734,Off-White,Tops,M,Pre-Fall,Utility,Green,35.0
1735,Ganni,Bags,M,Pre-Fall,Micro,Green,321.22
1736,Versace,Bags,U,Resort,Minimal,Denim Blue,452.93
1737,Gucci,Outerwear,U,Collab,Minimal,Gray,248.08
1738,Balenciaga,Bottoms,M,Spring/Summer,Boxy,Black,562.86
1739,Zimmermann,Tops,M,Resort,Boxy,Pink,388.5
1740,Loewe,Bottoms,M,Spring/Summer,Boxy,Beige,337.04
1741,Fear of God,Bottoms,M,Pre-Fall,Maxi,Red,650.14
1742,A.P.C.,Bottoms,U,Capsule,Slip,Black,517.91
1743,Versace,Outerwear,W,Fall/Winter,Utility,Denim Blue,267.52
1744,Balenciaga,Tops,W,Spring/Summer,Boxy,Brown,555.53
1745,Givenchy,Tops,W,Spring/Summer,Tailored,Red,454.57
1746,Acne Studios,Shoes,M,Fall/Winter,Tailored,Brown,552.45
1747,Maison Margiela,Shoes,M,Capsule,A-Line,Black,804.75
1748,JW Anderson,Shoes,M,Capsule,Utility,Black,227.82
1749,UGG,Shoes,W,Resort,Sport,Green,202.25
1750,Celine,Accessories,W,Spring/Summer,Maxi,Green,97.12
1751,JW Anderson,Dresses,W,Resort,Slip,Gray,334.76
1752,Loewe,Tops,U,Pre-Fall,Minimal,Black,595.61
1753,Alexander McQueen,Outerwear,W,Spring/Summer,A-Line,Black,505.15
1754,Ganni,Shoes,U,Fall/Winter,Boxy,Denim Blue,1002.42
1755,Ralph Lauren,Dresses,W,Spring/Summer,Maxi,Brown,243.46
1756,Off-White,Tops,U,Spring/Summer,Sport,Beige,391.43
1757,Alexander McQueen,Dresses,M,Resort,Cropped,Beige,362.42
1758,Rick Owens,Accessories,M,Capsule,A-Line,Gray,278.6
1759,Moncler,Shoes,U,Fall/Winter,Platform,White,407.5
1760,Kenzo,Tops,U,Resort,Sport,Black,802.69
1761,Dries Van Noten,Bags,W,Spring/Summer,Straight,Gray,229.27
1762,Ralph Lauren,Bottoms,U,Pre-Fall,Tailored,Navy,409.95
1763,Loewe,Outerwear,M,Spring/Summer,A-Line,Red,420.84
1764,Palm Angels,Outerwear,W,Spring/Summer,Platform,Red,617.3
1765,JW Anderson,Accessories,W,Capsule,Minimal,Gray,555.11
1766,Saint Laurent,Outerwear,M,Spring/Summer,Straight,Black,700.89
1767,Totême,Bags,M,Spring/Summer,Minimal,Green,1027.52
1768,AMI,Outerwear,W,Capsule,Slip,Black,251.28
1769,Celine,Bottoms,M,Spring/Summer,Platform,Denim Blue,230.73
1770,Acne Studios,Tops,M,Fall/Winter,Platform,Metallic,461.99
1771,Fear of God,Bottoms,M,Pre-Fall,Slip,Denim Blue,480.51
1772,Maison Margiela,Outerwear,M,Capsule,Utility,Brown,552.87
1773,UGG,Bottoms,M,Collab,Maxi,Black,656.8
1774,Acne Studios,Shoes,U,Resort,Micro,Green,260.04
1775,Saint Laurent,Dresses,M,Spring/Summer,Platform,Black,400.23
1776,Prada,Outerwear,W,Collab,Slip,White,516.77
1777,Marni,Bags,W,Pre-Fall,Slip,White,569.52
1778,Palm Angels,Bags,W,Collab,Sport,White,35.0
1779,Loewe,Bottoms,U,Collab,Sport,Denim Blue,527.13
1780,Saint Laurent,Bottoms,M,Pre-Fall,Minimal,White,350.01
1781,Issey Miyake,Outerwear,M,Pre-Fall,Platform,Green,221.4
1782,Gucci,Outerwear,U,Fall/Winter,Oversized,White,174.87
1783,Ganni,Bottoms,M,Pre-Fall,Wide-Leg,Navy,756.02
1784,Ralph Lauren,Outerwear,M,Fall/Winter,Slip,Black,288.61
1785,Celine,Accessories,W,Capsule,Micro,Black,35.0
1786,A.P.C.,Shoes,U,Spring/Summer,Minimal,Denim Blue,201.04
1787,Fendi,Tops,M,Pre-Fall,Sport,Beige,465.88
1788,A.P.C.,Dresses,W,Resort,Micro,Gray,528.93
1789,Bottega Veneta,Tops,W,Capsule,Tailored,Denim Blue,325.26
1790,Balenciaga,Accessories,W,Fall/Winter,Wide-Leg,Gray,661.31
1791,Dries Van Noten,Dresses,M,Spring/Summer,Boxy,White,687.25
1792,Tibi,Shoes,W,Resort,Sport,Brown,35.0
1793,Fendi,Tops,U,Fall/Winter,Straight,Pink,475.38
1794,Marni,Bottoms,M,Collab,Slip,Gray,776.89
1795,Saint Laurent,Shoes,W,Fall/Winter,Maxi,Red,384.92
1796,Versace,Bottoms,W,Spring/Summer,Slim,Brown,340.46
1797,Dries Van Noten,Outerwear,U,Spring/Summer,Straight,Denim Blue,326.53
1798,VETEMENTS,Bottoms,M,Spring/Summer,Micro,Gray,126.43
1799,Acne Studios,Bags,U,Spring/Summer,A-Line,Denim Blue,227.4
1800,Saint Laurent,Bottoms,U,Spring/Summer,Maxi,Metallic,108.0
1801,UGG,Accessories,W,Collab,Boxy,Brown,627.78
1802,Issey Miyake,Dresses,M,Collab,Oversized,Black,686.25
1803,Maison Margiela,Accessories,W,Spring/Summer,Maxi,Navy,982.72
1804,Alexander McQueen,Outerwear,M,Fall/Winter,Slim,Navy,84.89
1805,Khaite,Shoes,W,Capsule,Boxy,Metallic,137.87
1806,Diesel,Dresses,M,Spring/Summer,Tailored,Black,495.14
1807,Khaite,Bottoms,W,Collab,Slip,Beige,673.69
1808,Kiko Kostadinov,Accessories,W,Fall/Winter,Wide-Leg,Black,453.46
1809,JW Anderson,Outerwear,W,Pre-Fall,Oversized,Gray,134.71
1810,Palm Angels,Bottoms,W,Resort,Cropped,Black,447.83
1811,VETEMENTS,Tops,W,Resort,Boxy,Brown,390.24
1812,Fendi,Accessories,M,Spring/Summer,Utility,Gray,371.22
1813,Loewe,Bags,W,Collab,Boxy,Green,922.49
1814,Off-White,Tops,W,Capsule,Slim,Green,530.52
1815,Prada,Outerwear,U,Capsule,Tailored,Pink,136.95
1816,Ralph Lauren,Outerwear,W,Spring/Summer,Cropped,Navy,299.23
1817,AMI,Tops,W,Fall/Winter,Micro,White,400.92
1818,Jacquemus,Accessories,W,Fall/Winter,Platform,White,124.01
1819,Gucci,Bags,U,Resort,Maxi,Metallic,101.57
1820,Prada,Bags,W,Fall/Winter,Slim,Pink,250.84
1821,Moncler,Bottoms,W,Spring/Summer,Slim,Beige,203.37
1822,Marni,Bottoms,M,Fall/Winter,Micro,Green,381.48
1823,Tibi,Dresses,W,Pre-Fall,Tailored,Beige,215.76
1824,Tibi,Bags,W,Pre-Fall,Micro,Red,401.42
1825,Kenzo,Outerwear,W,Pre-Fall,Oversized,Denim Blue,584.79
1826,Tory Burch,Tops,W,Fall/Winter,Tailored,Denim Blue,959.55
1827,Issey Miyake,Dresses,W,Spring/Summer,Wide-Leg,Brown,620.44
1828,Chloé,Outerwear,M,Spring/Summer,Slim,Black,831.85
1829,Palm Angels,Accessories,M,Spring/Summer,Platform,Black,507.79
1830,Bottega Veneta,Outerwear,W,Resort,Straight,Red,465.8
1831,Marni,Accessories,M,Resort,Platform,Gray,516.58
1832,Acne Studios,Tops,W,Fall/Winter,Slim,Black,495.42
1833,Maison Margiela,Tops,M,Spring/Summer,Oversized,Green,465.9
1834,Fear of God,Bottoms,M,Resort,Maxi,Brown,473.55
1835,AMI,Shoes,W,Collab,Tailored,Gray,677.25
1836,UGG,Accessories,U,Capsule,Micro,Black,385.99
1837,Fear of God,Bottoms,W,Fall/Winter,Straight,Metallic,113.07
1838,Rick Owens,Accessories,W,Fall/Winter,Boxy,Beige,472.24
1839,JW Anderson,Accessories,U,Fall/Winter,Sport,Beige,290.29
1840,Totême,Accessories,W,Spring/Summer,Straight,Black,800.69
1841,UGG,Bottoms,W,Fall/Winter,A-Line,Beige,457.91
1842,The Row,Bottoms,M,Capsule,Slip,Brown,667.24
1843,JW Anderson,Outerwear,U,Fall/Winter,Boxy,Brown,437.04
1844,AMI,Bottoms,W,Pre-Fall,Maxi,Gray,622.36
1845,Stone Island,Bottoms,M,Capsule,Slip,Denim Blue,188.82
1846,Givenchy,Outerwear,U,Spring/Summer,Oversized,Pink,411.84
1847,Stone Island,Bags,U,Pre-Fall,Boxy,Denim Blue,530.09
1848,Off-White,Tops,W,Spring/Summer,Minimal,Black,442.89
1849,Ganni,Outerwear,W,Spring/Summer,Minimal,Green,466.99
1850,Chloé,Outerwear,M,Fall/Winter,Utility,Denim Blue,580.4
1851,Kiko Kostadinov,Outerwear,M,Fall/Winter,Tailored,Denim Blue,676.72
1852,Loewe,Shoes,W,Spring/Summer,Sport,Metallic,432.72
1853,Maison Margiela,Dresses,M,Pre-Fall,Straight,Navy,95.19
1854,Ganni,Dresses,W,Spring/Summer,A-Line,Beige,539.4
1855,Ganni,Bottoms,U,Collab,Slim,Brown,252.54
1856,Givenchy,Accessories,W,Capsule,Slim,Pink,418.65
1857,Alexander McQueen,Bottoms,W,Capsule,Boxy,Red,405.18
1858,Off-White,Tops,M,Fall/Winter,Utility,Green,169.17
1859,Totême,Shoes,U,Resort,Slip,Black,988.64
1860,Ralph Lauren,Accessories,W,Resort,Straight,Green,534.42
1861,UGG,Bags,W,Resort,Straight,Gray,465.69
1862,AMI,Accessories,W,Resort,Utility,Green,484.89
1863,Tibi,Tops,W,Spring/Summer,A-Line,Green,219.74
1864,Comme des Garçons,Accessories,W,Spring/Summer,Sport,Beige,196.18
1865,Totême,Bags,W,Capsule,Utility,Navy,285.54
1866,Diesel,Tops,M,Fall/Winter,Cropped,Black,249.25
1867,Celine,Bags,M,Resort,Micro,White,691.03
1868,Givenchy,Accessories,W,Pre-Fall,Cropped,Black,74.72
1869,Prada,Shoes,U,Pre-Fall,Oversized,White,572.74
1870,Saint Laurent,Shoes,W,Fall/Winter,Maxi,White,508.45
1871,Loewe,Bags,M,Fall/Winter,Maxi,Pink,344.0
1872,Acne Studios,Bags,M,Fall/Winter,Wide-Leg,Navy,773.84
1873,The Row,Bags,U,Fall/Winter,A-Line,Black,418.36
1874,UGG,Outerwear,M,Pre-Fall,Oversized,Black,470.11
1875,Ganni,Tops,U,Spring/Summer,Utility,Gray,214.84
1876,Miu Miu,Outerwear,W,Fall/Winter,Slip,Denim Blue,573.29
1877,Khaite,Bottoms,W,Collab,Platform,Gray,35.0
1878,Jacquemus,Outerwear,M,Fall/Winter,Utility,Metallic,839.74
1879,Dries Van Noten,Dresses,M,Spring/Summer,Straight,White,301.88
1880,Givenchy,Accessories,W,Pre-Fall,Straight,Denim Blue,481.75
1881,Saint Laurent,Accessories,W,Fall/Winter,Boxy,Metallic,279.25
1882,Givenchy,Outerwear,W,Capsule,A-Line,White,602.38
1883,Dries Van Noten,Shoes,W,Spring/Summer,Boxy,Green,371.48
1884,Celine,Outerwear,M,Capsule,Utility,Black,77.97
1885,JW Anderson,Bags,W,Resort,Cropped,Beige,35.0
1886,Diesel,Outerwear,M,Fall/Winter,A-Line,Black,571.78
1887,Stone Island,Outerwear,M,Pre-Fall,Slip,Black,237.1
1888,Diesel,Tops,W,Pre-Fall,Cropped,Navy,130.63
1889,Rick Owens,Outerwear,U,Spring/Summer,Platform,Black,463.71
1890,Prada,Shoes,W,Resort,Cropped,Denim Blue,503.71
1891,Palm Angels,Tops,M,Spring/Summer,Straight,Black,540.57
1892,Gucci,Shoes,U,Fall/Winter,Straight,Black,613.02
1893,AMI,Accessories,M,Fall/Winter,A-Line,Navy,35.0
